condition,category,uid,epoch,n_seeds,mean_acc,std_acc
natural_function,island_effects,adjunct_island,10,1,0.83,0.0
natural_function,anaphor_agreement,anaphor_gender_agreement,10,1,0.918,0.0
natural_function,anaphor_agreement,anaphor_number_agreement,10,1,0.974,0.0
natural_function,argument_structure,animate_subject_passive,10,1,0.724,0.0
natural_function,argument_structure,animate_subject_trans,10,1,0.8666666666666667,0.0
natural_function,argument_structure,causative,10,1,0.7572314049586777,0.0
natural_function,island_effects,complex_NP_island,10,1,0.556,0.0
natural_function,island_effects,coordinate_structure_constraint_complex_left_branch,10,1,0.441,0.0
natural_function,island_effects,coordinate_structure_constraint_object_extraction,10,1,0.6474358974358975,0.0
natural_function,subject_verb_agreement,distractor_agreement_relational_noun,10,1,0.5306122448979592,0.0
natural_function,subject_verb_agreement,distractor_agreement_relative_clause,10,1,0.43564356435643564,0.0
natural_function,argument_structure,drop_argument,10,1,0.6388206388206388,0.0
natural_function,ellipsis,ellipsis_n_bar_1,10,1,0.75,0.0
natural_function,ellipsis,ellipsis_n_bar_2,10,1,0.8613659531090724,0.0
natural_function,control_raising,existential_there_object_raising,10,1,0.7621009268795057,0.0
natural_function,control_raising,existential_there_subject_raising,10,1,0.7714907508161044,0.0
natural_function,control_raising,expletive_it_object_raising,10,1,0.8365758754863813,0.0
natural_function,argument_structure,inchoative,10,1,0.7365119196988708,0.0
natural_function,argument_structure,intransitive,10,1,0.7984189723320159,0.0
natural_function,irregular_forms,irregular_past_participle_adjectives,10,1,0.94,0.0
natural_function,irregular_forms,irregular_past_participle_verbs,10,1,0.868,0.0
natural_function,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,1,0.6784565916398714,0.0
natural_function,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,1,0.864,0.0
natural_function,island_effects,left_branch_island_echo_question,10,1,0.675,0.0
natural_function,island_effects,left_branch_island_simple_question,10,1,0.447,0.0
natural_function,npi_licensing,npi_present_1,10,1,0.419,0.0
natural_function,npi_licensing,npi_present_2,10,1,0.516,0.0
natural_function,npi_licensing,only_npi_licensor_present,10,1,0.755,0.0
natural_function,npi_licensing,only_npi_scope,10,1,0.414,0.0
natural_function,argument_structure,passive_1,10,1,0.7208008898776418,0.0
natural_function,argument_structure,passive_2,10,1,0.754424778761062,0.0
natural_function,binding,principle_A_c_command,10,1,0.497,0.0
natural_function,binding,principle_A_case_1,10,1,1.0,0.0
natural_function,binding,principle_A_case_2,10,1,0.9206030150753769,0.0
natural_function,binding,principle_A_domain_1,10,1,0.993,0.0
natural_function,binding,principle_A_domain_2,10,1,0.704,0.0
natural_function,binding,principle_A_domain_3,10,1,0.601,0.0
natural_function,binding,principle_A_reconstruction,10,1,0.39798994974874374,0.0
natural_function,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,1,0.7693877551020408,0.0
natural_function,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,1,0.796,0.0
natural_function,npi_licensing,sentential_negation_npi_licensor_present,10,1,0.996,0.0
natural_function,npi_licensing,sentential_negation_npi_scope,10,1,0.357,0.0
natural_function,island_effects,sentential_subject_island,10,1,0.28,0.0
natural_function,control_raising,tough_vs_raising_1,10,1,0.5593784683684795,0.0
natural_function,control_raising,tough_vs_raising_2,10,1,0.7442660550458715,0.0
natural_function,argument_structure,transitive,10,1,0.6983471074380165,0.0
natural_function,island_effects,wh_island,10,1,0.553,0.0
natural_function,filler_gap,wh_questions_object_gap,10,1,0.47058823529411764,0.0
natural_function,filler_gap,wh_questions_subject_gap,10,1,0.6859504132231405,0.0
natural_function,filler_gap,wh_questions_subject_gap_long_distance,10,1,0.81,0.0
natural_function,filler_gap,wh_vs_that_no_gap,10,1,0.7007299270072993,0.0
natural_function,filler_gap,wh_vs_that_no_gap_long_distance,10,1,0.945,0.0
natural_function,filler_gap,wh_vs_that_with_gap,10,1,0.717391304347826,0.0
natural_function,filler_gap,wh_vs_that_with_gap_long_distance,10,1,0.193,0.0
random_function,island_effects,adjunct_island,10,1,0.814,0.0
random_function,anaphor_agreement,anaphor_gender_agreement,10,1,0.936,0.0
random_function,anaphor_agreement,anaphor_number_agreement,10,1,0.968,0.0
random_function,argument_structure,animate_subject_passive,10,1,0.559,0.0
random_function,argument_structure,animate_subject_trans,10,1,0.8313725490196079,0.0
random_function,argument_structure,causative,10,1,0.71900826446281,0.0
random_function,island_effects,complex_NP_island,10,1,0.541,0.0
random_function,island_effects,coordinate_structure_constraint_complex_left_branch,10,1,0.659,0.0
random_function,island_effects,coordinate_structure_constraint_object_extraction,10,1,0.4358974358974359,0.0
random_function,subject_verb_agreement,distractor_agreement_relational_noun,10,1,0.39183673469387753,0.0
random_function,subject_verb_agreement,distractor_agreement_relative_clause,10,1,0.34405940594059403,0.0
random_function,argument_structure,drop_argument,10,1,0.5921375921375921,0.0
random_function,ellipsis,ellipsis_n_bar_1,10,1,0.682,0.0
random_function,ellipsis,ellipsis_n_bar_2,10,1,0.8256880733944955,0.0
random_function,control_raising,existential_there_object_raising,10,1,0.6920700308959835,0.0
random_function,control_raising,existential_there_subject_raising,10,1,0.7040261153427638,0.0
random_function,control_raising,expletive_it_object_raising,10,1,0.7587548638132295,0.0
random_function,argument_structure,inchoative,10,1,0.6976160602258469,0.0
random_function,argument_structure,intransitive,10,1,0.7154150197628458,0.0
random_function,irregular_forms,irregular_past_participle_adjectives,10,1,0.884,0.0
random_function,irregular_forms,irregular_past_participle_verbs,10,1,0.854,0.0
random_function,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,1,0.6366559485530546,0.0
random_function,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,1,0.642,0.0
random_function,island_effects,left_branch_island_echo_question,10,1,0.628,0.0
random_function,island_effects,left_branch_island_simple_question,10,1,0.473,0.0
random_function,npi_licensing,npi_present_1,10,1,0.36,0.0
random_function,npi_licensing,npi_present_2,10,1,0.478,0.0
random_function,npi_licensing,only_npi_licensor_present,10,1,0.54,0.0
random_function,npi_licensing,only_npi_scope,10,1,0.486,0.0
random_function,argument_structure,passive_1,10,1,0.5083426028921023,0.0
random_function,argument_structure,passive_2,10,1,0.5464601769911505,0.0
random_function,binding,principle_A_c_command,10,1,0.386,0.0
random_function,binding,principle_A_case_1,10,1,0.994,0.0
random_function,binding,principle_A_case_2,10,1,0.7447236180904523,0.0
random_function,binding,principle_A_domain_1,10,1,0.985,0.0
random_function,binding,principle_A_domain_2,10,1,0.708,0.0
random_function,binding,principle_A_domain_3,10,1,0.613,0.0
random_function,binding,principle_A_reconstruction,10,1,0.2723618090452261,0.0
random_function,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,1,0.7714285714285715,0.0
random_function,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,1,0.58,0.0
random_function,npi_licensing,sentential_negation_npi_licensor_present,10,1,0.991,0.0
random_function,npi_licensing,sentential_negation_npi_scope,10,1,0.3,0.0
random_function,island_effects,sentential_subject_island,10,1,0.264,0.0
random_function,control_raising,tough_vs_raising_1,10,1,0.4794672586015538,0.0
random_function,control_raising,tough_vs_raising_2,10,1,0.6272935779816514,0.0
random_function,argument_structure,transitive,10,1,0.6267217630853994,0.0
random_function,island_effects,wh_island,10,1,0.362,0.0
random_function,filler_gap,wh_questions_object_gap,10,1,0.3865546218487395,0.0
random_function,filler_gap,wh_questions_subject_gap,10,1,0.71900826446281,0.0
random_function,filler_gap,wh_questions_subject_gap_long_distance,10,1,0.781,0.0
random_function,filler_gap,wh_vs_that_no_gap,10,1,0.6642335766423357,0.0
random_function,filler_gap,wh_vs_that_no_gap_long_distance,10,1,0.756,0.0
random_function,filler_gap,wh_vs_that_with_gap,10,1,0.6086956521739131,0.0
random_function,filler_gap,wh_vs_that_with_gap_long_distance,10,1,0.377,0.0
five_function,island_effects,adjunct_island,10,1,0.829,0.0
five_function,anaphor_agreement,anaphor_gender_agreement,10,1,0.903,0.0
five_function,anaphor_agreement,anaphor_number_agreement,10,1,0.981,0.0
five_function,argument_structure,animate_subject_passive,10,1,0.588,0.0
five_function,argument_structure,animate_subject_trans,10,1,0.9019607843137255,0.0
five_function,argument_structure,causative,10,1,0.7510330578512396,0.0
five_function,island_effects,complex_NP_island,10,1,0.631,0.0
five_function,island_effects,coordinate_structure_constraint_complex_left_branch,10,1,0.563,0.0
five_function,island_effects,coordinate_structure_constraint_object_extraction,10,1,0.717948717948718,0.0
five_function,subject_verb_agreement,distractor_agreement_relational_noun,10,1,0.49387755102040815,0.0
five_function,subject_verb_agreement,distractor_agreement_relative_clause,10,1,0.3811881188118812,0.0
five_function,argument_structure,drop_argument,10,1,0.6584766584766585,0.0
five_function,ellipsis,ellipsis_n_bar_1,10,1,0.666,0.0
five_function,ellipsis,ellipsis_n_bar_2,10,1,0.8307849133537207,0.0
five_function,control_raising,existential_there_object_raising,10,1,0.698249227600412,0.0
five_function,control_raising,existential_there_subject_raising,10,1,0.7301414581066377,0.0
five_function,control_raising,expletive_it_object_raising,10,1,0.8132295719844358,0.0
five_function,argument_structure,inchoative,10,1,0.7063989962358845,0.0
five_function,argument_structure,intransitive,10,1,0.758893280632411,0.0
five_function,irregular_forms,irregular_past_participle_adjectives,10,1,0.923,0.0
five_function,irregular_forms,irregular_past_participle_verbs,10,1,0.893,0.0
five_function,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,1,0.6334405144694534,0.0
five_function,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,1,0.676,0.0
five_function,island_effects,left_branch_island_echo_question,10,1,0.624,0.0
five_function,island_effects,left_branch_island_simple_question,10,1,0.476,0.0
five_function,npi_licensing,npi_present_1,10,1,0.378,0.0
five_function,npi_licensing,npi_present_2,10,1,0.484,0.0
five_function,npi_licensing,only_npi_licensor_present,10,1,0.614,0.0
five_function,npi_licensing,only_npi_scope,10,1,0.574,0.0
five_function,argument_structure,passive_1,10,1,0.5884315906562848,0.0
five_function,argument_structure,passive_2,10,1,0.6493362831858407,0.0
five_function,binding,principle_A_c_command,10,1,0.411,0.0
five_function,binding,principle_A_case_1,10,1,1.0,0.0
five_function,binding,principle_A_case_2,10,1,0.8984924623115578,0.0
five_function,binding,principle_A_domain_1,10,1,0.994,0.0
five_function,binding,principle_A_domain_2,10,1,0.746,0.0
five_function,binding,principle_A_domain_3,10,1,0.617,0.0
five_function,binding,principle_A_reconstruction,10,1,0.46934673366834173,0.0
five_function,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,1,0.763265306122449,0.0
five_function,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,1,0.591,0.0
five_function,npi_licensing,sentential_negation_npi_licensor_present,10,1,0.99,0.0
five_function,npi_licensing,sentential_negation_npi_scope,10,1,0.268,0.0
five_function,island_effects,sentential_subject_island,10,1,0.33,0.0
five_function,control_raising,tough_vs_raising_1,10,1,0.4728079911209767,0.0
five_function,control_raising,tough_vs_raising_2,10,1,0.7305045871559633,0.0
five_function,argument_structure,transitive,10,1,0.6955922865013774,0.0
five_function,island_effects,wh_island,10,1,0.367,0.0
five_function,filler_gap,wh_questions_object_gap,10,1,0.7310924369747899,0.0
five_function,filler_gap,wh_questions_subject_gap,10,1,0.8842975206611571,0.0
five_function,filler_gap,wh_questions_subject_gap_long_distance,10,1,0.905,0.0
five_function,filler_gap,wh_vs_that_no_gap,10,1,0.9635036496350365,0.0
five_function,filler_gap,wh_vs_that_no_gap_long_distance,10,1,0.984,0.0
five_function,filler_gap,wh_vs_that_with_gap,10,1,0.5217391304347826,0.0
five_function,filler_gap,wh_vs_that_with_gap_long_distance,10,1,0.079,0.0
within_boundary,island_effects,adjunct_island,10,1,0.815,0.0
within_boundary,anaphor_agreement,anaphor_gender_agreement,10,1,0.938,0.0
within_boundary,anaphor_agreement,anaphor_number_agreement,10,1,0.981,0.0
within_boundary,argument_structure,animate_subject_passive,10,1,0.71,0.0
within_boundary,argument_structure,animate_subject_trans,10,1,0.8431372549019608,0.0
within_boundary,argument_structure,causative,10,1,0.7520661157024794,0.0
within_boundary,island_effects,complex_NP_island,10,1,0.366,0.0
within_boundary,island_effects,coordinate_structure_constraint_complex_left_branch,10,1,0.444,0.0
within_boundary,island_effects,coordinate_structure_constraint_object_extraction,10,1,0.46153846153846156,0.0
within_boundary,subject_verb_agreement,distractor_agreement_relational_noun,10,1,0.5877551020408164,0.0
within_boundary,subject_verb_agreement,distractor_agreement_relative_clause,10,1,0.3910891089108911,0.0
within_boundary,argument_structure,drop_argument,10,1,0.6904176904176904,0.0
within_boundary,ellipsis,ellipsis_n_bar_1,10,1,0.659,0.0
within_boundary,ellipsis,ellipsis_n_bar_2,10,1,0.7573904179408767,0.0
within_boundary,control_raising,existential_there_object_raising,10,1,0.8022657054582905,0.0
within_boundary,control_raising,existential_there_subject_raising,10,1,0.6800870511425462,0.0
within_boundary,control_raising,expletive_it_object_raising,10,1,0.7976653696498055,0.0
within_boundary,argument_structure,inchoative,10,1,0.71267252195734,0.0
within_boundary,argument_structure,intransitive,10,1,0.7490118577075099,0.0
within_boundary,irregular_forms,irregular_past_participle_adjectives,10,1,0.819,0.0
within_boundary,irregular_forms,irregular_past_participle_verbs,10,1,0.857,0.0
within_boundary,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,1,0.6334405144694534,0.0
within_boundary,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,1,0.86,0.0
within_boundary,island_effects,left_branch_island_echo_question,10,1,0.581,0.0
within_boundary,island_effects,left_branch_island_simple_question,10,1,0.51,0.0
within_boundary,npi_licensing,npi_present_1,10,1,0.339,0.0
within_boundary,npi_licensing,npi_present_2,10,1,0.48,0.0
within_boundary,npi_licensing,only_npi_licensor_present,10,1,0.316,0.0
within_boundary,npi_licensing,only_npi_scope,10,1,0.408,0.0
within_boundary,argument_structure,passive_1,10,1,0.7130144605116796,0.0
within_boundary,argument_structure,passive_2,10,1,0.7411504424778761,0.0
within_boundary,binding,principle_A_c_command,10,1,0.427,0.0
within_boundary,binding,principle_A_case_1,10,1,0.998,0.0
within_boundary,binding,principle_A_case_2,10,1,0.864321608040201,0.0
within_boundary,binding,principle_A_domain_1,10,1,0.983,0.0
within_boundary,binding,principle_A_domain_2,10,1,0.75,0.0
within_boundary,binding,principle_A_domain_3,10,1,0.602,0.0
within_boundary,binding,principle_A_reconstruction,10,1,0.27839195979899495,0.0
within_boundary,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,1,0.7612244897959184,0.0
within_boundary,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,1,0.819,0.0
within_boundary,npi_licensing,sentential_negation_npi_licensor_present,10,1,0.986,0.0
within_boundary,npi_licensing,sentential_negation_npi_scope,10,1,0.168,0.0
within_boundary,island_effects,sentential_subject_island,10,1,0.336,0.0
within_boundary,control_raising,tough_vs_raising_1,10,1,0.5172031076581576,0.0
within_boundary,control_raising,tough_vs_raising_2,10,1,0.7442660550458715,0.0
within_boundary,argument_structure,transitive,10,1,0.699724517906336,0.0
within_boundary,island_effects,wh_island,10,1,0.681,0.0
within_boundary,filler_gap,wh_questions_object_gap,10,1,0.5882352941176471,0.0
within_boundary,filler_gap,wh_questions_subject_gap,10,1,0.9256198347107438,0.0
within_boundary,filler_gap,wh_questions_subject_gap_long_distance,10,1,0.889,0.0
within_boundary,filler_gap,wh_vs_that_no_gap,10,1,0.9051094890510949,0.0
within_boundary,filler_gap,wh_vs_that_no_gap_long_distance,10,1,0.957,0.0
within_boundary,filler_gap,wh_vs_that_with_gap,10,1,0.40217391304347827,0.0
within_boundary,filler_gap,wh_vs_that_with_gap_long_distance,10,1,0.11,0.0
bigram_function,island_effects,adjunct_island,10,1,0.838,0.0
bigram_function,anaphor_agreement,anaphor_gender_agreement,10,1,0.912,0.0
bigram_function,anaphor_agreement,anaphor_number_agreement,10,1,0.963,0.0
bigram_function,argument_structure,animate_subject_passive,10,1,0.582,0.0
bigram_function,argument_structure,animate_subject_trans,10,1,0.8549019607843137,0.0
bigram_function,argument_structure,causative,10,1,0.6518595041322314,0.0
bigram_function,island_effects,complex_NP_island,10,1,0.484,0.0
bigram_function,island_effects,coordinate_structure_constraint_complex_left_branch,10,1,0.623,0.0
bigram_function,island_effects,coordinate_structure_constraint_object_extraction,10,1,0.3525641025641026,0.0
bigram_function,subject_verb_agreement,distractor_agreement_relational_noun,10,1,0.4163265306122449,0.0
bigram_function,subject_verb_agreement,distractor_agreement_relative_clause,10,1,0.3341584158415842,0.0
bigram_function,argument_structure,drop_argument,10,1,0.6117936117936118,0.0
bigram_function,ellipsis,ellipsis_n_bar_1,10,1,0.71,0.0
bigram_function,ellipsis,ellipsis_n_bar_2,10,1,0.7359836901121305,0.0
bigram_function,control_raising,existential_there_object_raising,10,1,0.7744593202883625,0.0
bigram_function,control_raising,existential_there_subject_raising,10,1,0.6953210010881393,0.0
bigram_function,control_raising,expletive_it_object_raising,10,1,0.8054474708171206,0.0
bigram_function,argument_structure,inchoative,10,1,0.7013801756587202,0.0
bigram_function,argument_structure,intransitive,10,1,0.7055335968379447,0.0
bigram_function,irregular_forms,irregular_past_participle_adjectives,10,1,0.878,0.0
bigram_function,irregular_forms,irregular_past_participle_verbs,10,1,0.853,0.0
bigram_function,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,1,0.6495176848874598,0.0
bigram_function,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,1,0.624,0.0
bigram_function,island_effects,left_branch_island_echo_question,10,1,0.631,0.0
bigram_function,island_effects,left_branch_island_simple_question,10,1,0.425,0.0
bigram_function,npi_licensing,npi_present_1,10,1,0.408,0.0
bigram_function,npi_licensing,npi_present_2,10,1,0.465,0.0
bigram_function,npi_licensing,only_npi_licensor_present,10,1,0.612,0.0
bigram_function,npi_licensing,only_npi_scope,10,1,0.476,0.0
bigram_function,argument_structure,passive_1,10,1,0.5906562847608454,0.0
bigram_function,argument_structure,passive_2,10,1,0.6327433628318584,0.0
bigram_function,binding,principle_A_c_command,10,1,0.365,0.0
bigram_function,binding,principle_A_case_1,10,1,0.993,0.0
bigram_function,binding,principle_A_case_2,10,1,0.7788944723618091,0.0
bigram_function,binding,principle_A_domain_1,10,1,0.985,0.0
bigram_function,binding,principle_A_domain_2,10,1,0.706,0.0
bigram_function,binding,principle_A_domain_3,10,1,0.624,0.0
bigram_function,binding,principle_A_reconstruction,10,1,0.24723618090452262,0.0
bigram_function,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,1,0.7612244897959184,0.0
bigram_function,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,1,0.557,0.0
bigram_function,npi_licensing,sentential_negation_npi_licensor_present,10,1,0.997,0.0
bigram_function,npi_licensing,sentential_negation_npi_scope,10,1,0.387,0.0
bigram_function,island_effects,sentential_subject_island,10,1,0.306,0.0
bigram_function,control_raising,tough_vs_raising_1,10,1,0.3762486126526082,0.0
bigram_function,control_raising,tough_vs_raising_2,10,1,0.6341743119266054,0.0
bigram_function,argument_structure,transitive,10,1,0.6363636363636364,0.0
bigram_function,island_effects,wh_island,10,1,0.561,0.0
bigram_function,filler_gap,wh_questions_object_gap,10,1,0.6890756302521008,0.0
bigram_function,filler_gap,wh_questions_subject_gap,10,1,0.9752066115702479,0.0
bigram_function,filler_gap,wh_questions_subject_gap_long_distance,10,1,0.967,0.0
bigram_function,filler_gap,wh_vs_that_no_gap,10,1,0.9562043795620438,0.0
bigram_function,filler_gap,wh_vs_that_no_gap_long_distance,10,1,0.99,0.0
bigram_function,filler_gap,wh_vs_that_with_gap,10,1,0.08695652173913043,0.0
bigram_function,filler_gap,wh_vs_that_with_gap_long_distance,10,1,0.045,0.0
five_function_within_boundary,island_effects,wh_island,10,1,0.463,0.0
five_function_within_boundary,filler_gap,wh_questions_subject_gap,10,1,0.9834710743801653,0.0
five_function_within_boundary,filler_gap,wh_vs_that_no_gap,10,1,0.9781021897810219,0.0
five_function_within_boundary,filler_gap,wh_vs_that_no_gap_long_distance,10,1,0.98,0.0
five_function_within_boundary,island_effects,adjunct_island,10,1,0.836,0.0
five_function_within_boundary,anaphor_agreement,anaphor_gender_agreement,10,1,0.926,0.0
five_function_within_boundary,anaphor_agreement,anaphor_number_agreement,10,1,0.98,0.0
five_function_within_boundary,argument_structure,animate_subject_passive,10,1,0.594,0.0
five_function_within_boundary,argument_structure,animate_subject_trans,10,1,0.8705882352941177,0.0
five_function_within_boundary,argument_structure,causative,10,1,0.731404958677686,0.0
five_function_within_boundary,island_effects,complex_NP_island,10,1,0.505,0.0
five_function_within_boundary,island_effects,coordinate_structure_constraint_complex_left_branch,10,1,0.502,0.0
five_function_within_boundary,island_effects,coordinate_structure_constraint_object_extraction,10,1,0.48717948717948717,0.0
five_function_within_boundary,subject_verb_agreement,distractor_agreement_relational_noun,10,1,0.49795918367346936,0.0
five_function_within_boundary,subject_verb_agreement,distractor_agreement_relative_clause,10,1,0.3712871287128713,0.0
five_function_within_boundary,argument_structure,drop_argument,10,1,0.6117936117936118,0.0
five_function_within_boundary,ellipsis,ellipsis_n_bar_1,10,1,0.656,0.0
five_function_within_boundary,ellipsis,ellipsis_n_bar_2,10,1,0.7981651376146789,0.0
five_function_within_boundary,control_raising,existential_there_object_raising,10,1,0.7507723995880535,0.0
five_function_within_boundary,control_raising,existential_there_subject_raising,10,1,0.6953210010881393,0.0
five_function_within_boundary,control_raising,expletive_it_object_raising,10,1,0.754863813229572,0.0
five_function_within_boundary,argument_structure,inchoative,10,1,0.6813048933500627,0.0
five_function_within_boundary,argument_structure,intransitive,10,1,0.7134387351778656,0.0
five_function_within_boundary,irregular_forms,irregular_past_participle_adjectives,10,1,0.77,0.0
five_function_within_boundary,irregular_forms,irregular_past_participle_verbs,10,1,0.816,0.0
five_function_within_boundary,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,1,0.5980707395498392,0.0
five_function_within_boundary,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,1,0.658,0.0
five_function_within_boundary,island_effects,left_branch_island_echo_question,10,1,0.608,0.0
five_function_within_boundary,island_effects,left_branch_island_simple_question,10,1,0.53,0.0
five_function_within_boundary,npi_licensing,npi_present_1,10,1,0.459,0.0
five_function_within_boundary,npi_licensing,npi_present_2,10,1,0.524,0.0
five_function_within_boundary,npi_licensing,only_npi_licensor_present,10,1,0.548,0.0
five_function_within_boundary,npi_licensing,only_npi_scope,10,1,0.546,0.0
five_function_within_boundary,argument_structure,passive_1,10,1,0.557285873192436,0.0
five_function_within_boundary,argument_structure,passive_2,10,1,0.5973451327433629,0.0
five_function_within_boundary,binding,principle_A_c_command,10,1,0.372,0.0
five_function_within_boundary,binding,principle_A_case_1,10,1,0.995,0.0
five_function_within_boundary,binding,principle_A_case_2,10,1,0.8492462311557789,0.0
five_function_within_boundary,binding,principle_A_domain_1,10,1,0.99,0.0
five_function_within_boundary,binding,principle_A_domain_2,10,1,0.753,0.0
five_function_within_boundary,binding,principle_A_domain_3,10,1,0.613,0.0
five_function_within_boundary,binding,principle_A_reconstruction,10,1,0.3256281407035176,0.0
five_function_within_boundary,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,1,0.7714285714285715,0.0
five_function_within_boundary,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,1,0.574,0.0
five_function_within_boundary,npi_licensing,sentential_negation_npi_licensor_present,10,1,0.982,0.0
five_function_within_boundary,npi_licensing,sentential_negation_npi_scope,10,1,0.22,0.0
five_function_within_boundary,island_effects,sentential_subject_island,10,1,0.304,0.0
five_function_within_boundary,control_raising,tough_vs_raising_1,10,1,0.4428412874583796,0.0
five_function_within_boundary,control_raising,tough_vs_raising_2,10,1,0.6926605504587156,0.0
five_function_within_boundary,argument_structure,transitive,10,1,0.6707988980716253,0.0
five_function_within_boundary,filler_gap,wh_questions_object_gap,10,1,0.6218487394957983,0.0
five_function_within_boundary,filler_gap,wh_questions_subject_gap_long_distance,10,1,0.938,0.0
five_function_within_boundary,filler_gap,wh_vs_that_with_gap,10,1,0.2391304347826087,0.0
five_function_within_boundary,filler_gap,wh_vs_that_with_gap_long_distance,10,1,0.047,0.0
five_function_random_function,island_effects,adjunct_island,10,1,0.81,0.0
five_function_random_function,anaphor_agreement,anaphor_gender_agreement,10,1,0.921,0.0
five_function_random_function,anaphor_agreement,anaphor_number_agreement,10,1,0.968,0.0
five_function_random_function,argument_structure,animate_subject_passive,10,1,0.576,0.0
five_function_random_function,argument_structure,animate_subject_trans,10,1,0.8862745098039215,0.0
five_function_random_function,argument_structure,causative,10,1,0.7076446280991735,0.0
five_function_random_function,island_effects,complex_NP_island,10,1,0.526,0.0
five_function_random_function,island_effects,coordinate_structure_constraint_complex_left_branch,10,1,0.579,0.0
five_function_random_function,island_effects,coordinate_structure_constraint_object_extraction,10,1,0.40384615384615385,0.0
five_function_random_function,subject_verb_agreement,distractor_agreement_relational_noun,10,1,0.4448979591836735,0.0
five_function_random_function,subject_verb_agreement,distractor_agreement_relative_clause,10,1,0.3415841584158416,0.0
five_function_random_function,argument_structure,drop_argument,10,1,0.6584766584766585,0.0
five_function_random_function,ellipsis,ellipsis_n_bar_1,10,1,0.667,0.0
five_function_random_function,ellipsis,ellipsis_n_bar_2,10,1,0.8511722731906218,0.0
five_function_random_function,control_raising,existential_there_object_raising,10,1,0.7662203913491246,0.0
five_function_random_function,control_raising,existential_there_subject_raising,10,1,0.7007616974972797,0.0
five_function_random_function,control_raising,expletive_it_object_raising,10,1,0.8132295719844358,0.0
five_function_random_function,argument_structure,inchoative,10,1,0.7051442910915935,0.0
five_function_random_function,argument_structure,intransitive,10,1,0.7292490118577075,0.0
five_function_random_function,irregular_forms,irregular_past_participle_adjectives,10,1,0.858,0.0
five_function_random_function,irregular_forms,irregular_past_participle_verbs,10,1,0.843,0.0
five_function_random_function,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,1,0.6270096463022508,0.0
five_function_random_function,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,1,0.634,0.0
five_function_random_function,island_effects,left_branch_island_echo_question,10,1,0.579,0.0
five_function_random_function,island_effects,left_branch_island_simple_question,10,1,0.458,0.0
five_function_random_function,npi_licensing,npi_present_1,10,1,0.349,0.0
five_function_random_function,npi_licensing,npi_present_2,10,1,0.427,0.0
five_function_random_function,npi_licensing,only_npi_licensor_present,10,1,0.639,0.0
five_function_random_function,npi_licensing,only_npi_scope,10,1,0.556,0.0
